Province_State,Country_Region,Date,UID,Last_Update,FIPS,ISO3,Long_,Lat,Confirmed,Deaths,Recovered,Active,Mortality_Rate,People_Tested,Testing_Rate,People_Hospitalized,Hospitalization_Rate,Incident_Rate,Case_Fatality_Ratio,Total_Test_Results
Florida,US,2020-04-15,84000012,2020-04-15 22:56:51,12,USA,-81.6868,27.7663,22511,596,,21915.0,2.647594509350984,213509,1005.5713368391991,3344,14.854959797432366,106.02090011937301,,
Georgia,US,2020-04-15,84000013,2020-04-15 22:56:51,13,USA,-83.6431,33.0406,14987,552,,14435.0,3.683192099819844,64090,632.0891201278025,2922,19.49689731100287,147.8096371252204,,
Grand Princess,US,2020-04-15,84099999,2020-04-15 22:56:51,99999,USA,,,103,0,0,103.0,0.0,,,,,,,
Guam,US,2020-04-15,316,2020-04-15 22:56:51,66,GUM,144.7937,13.4443,135,5,73,130.0,3.7037037037037037,978,595.5099282099994,9,6.666666666666667,82.20229070383428,,
Hawaii,US,2020-04-15,84000015,2020-04-15 22:56:51,15,USA,-157.4983,21.0943,524,9,333,515.0,1.717557251908397,19803,1398.7283388873743,45,8.587786259541986,37.011243224611626,,
Idaho,US,2020-04-15,84000016,2020-04-15 22:56:51,16,USA,-114.4788,44.2405,1473,39,,1434.0,2.6476578411405294,15398,956.1023708830255,141,9.572301425661914,91.4624491694179,,
Illinois,US,2020-04-15,84000017,2020-04-15 22:56:51,17,USA,-88.9861,40.3495,24593,949,,23644.0,3.8588216159069653,116929,996.3569986263227,4283,17.415524742812995,209.5580024392337,,
Indiana,US,2020-04-15,84000018,2020-04-15 22:56:51,18,USA,-86.2583,39.8494,8960,436,,8524.0,4.866071428571429,48396,739.5483553316217,,,136.9194409408077,,
Iowa,US,2020-04-15,84000019,2020-04-15 22:56:51,19,USA,-93.2105,42.0115,1995,53,908,1942.0,2.656641604010025,19869,758.1524569840345,171,8.571428571428571,76.12432189255367,,
Kansas,US,2020-04-15,84000020,2020-04-15 22:56:51,20,USA,-96.7265,38.5266,1504,71,,1433.0,4.720744680851064,14668,601.5202863413722,342,22.73936170212766,61.67756412990345,,
Kentucky,US,2020-04-15,84000021,2020-04-15 22:56:51,21,USA,-84.6701,37.6681,2210,115,653,2095.0,5.203619909502263,27697,809.0724075549258,687,31.085972850678733,64.55753405409921,,
Louisiana,US,2020-04-15,84000022,2020-04-15 22:56:51,22,USA,-91.8678,31.1695,21951,1103,,20848.0,5.024828026058039,121928,2652.1850160508443,1943,8.851532959774042,477.4794410416974,,
Maine,US,2020-04-15,84000023,2020-04-15 22:56:51,23,USA,-69.3819,44.6939,770,24,305,746.0,3.116883116883117,14846,1264.5591249107756,126,16.363636363636363,65.58739904225362,,
Maryland,US,2020-04-15,84000024,2020-04-15 22:56:51,24,USA,-76.8021,39.0639,10032,311,607,9721.0,3.100079744816587,55763,938.2442685798461,2231,22.23883572567783,168.79411979974208,,
Massachusetts,US,2020-04-15,84000025,2020-04-15 22:56:51,25,USA,-71.5301,42.2302,29918,1108,,28810.0,3.7034561133765624,132023,1923.4758963438762,3454,11.544889364262318,435.88277699200967,,
Michigan,US,2020-04-15,84000026,2020-04-15 22:56:51,26,USA,-84.5361,43.3266,28059,1921,452,26138.0,6.846288178481058,89697,1125.8200593202757,3918,13.963434192237784,352.1788359083092,,
Minnesota,US,2020-04-15,84000027,2020-04-15 22:56:51,27,USA,-93.9002,45.6945,1809,87,940,1722.0,4.8092868988391375,40242,813.5538121714055,445,24.599226091763406,36.571712296060646,,
Mississippi,US,2020-04-15,84000028,2020-04-15 22:56:51,28,USA,-89.6787,32.7416,3360,122,,3238.0,3.630952380952381,38151,1317.7300682576645,645,19.196428571428573,116.0539180977105,,
Missouri,US,2020-04-15,84000029,2020-04-15 22:56:51,29,USA,-92.2884,38.4561,4791,153,,4638.0,3.1934877896055105,49012,836.4599034449615,1024,21.3734084742225,81.76526967691198,,
Montana,US,2020-04-15,84000030,2020-04-15 22:56:51,30,USA,-110.4544,46.9219,404,7,209,397.0,1.7326732673267327,9583,1106.5985979004304,51,12.623762376237623,46.65197052611644,,
Nebraska,US,2020-04-15,84000031,2020-04-15 22:56:51,31,USA,-98.2681,41.1254,901,20,,881.0,2.2197558268590454,11729,768.9775987496,,,59.07143119391164,,
Nevada,US,2020-04-15,84000032,2020-04-15 22:56:51,32,USA,-117.0554,38.3135,3211,131,,3080.0,4.07972594207412,27655,916.7311135324495,,,106.4409186603759,,
New Hampshire,US,2020-04-15,84000033,2020-04-15 22:56:51,33,USA,-71.5639,43.4525,1139,32,365,1107.0,2.809482001755926,12166,916.0123721151558,178,15.62774363476734,85.75851486430729,,
New Jersey,US,2020-04-15,84000034,2020-04-15 22:56:51,34,USA,-74.521,40.2989,71030,3156,,67874.0,4.443193017035056,144021,1621.458221452142,8270,11.642967760101365,799.6901665017299,,
New Mexico,US,2020-04-15,84000035,2020-04-15 22:56:51,35,USA,-106.2485,34.8405,1484,36,340,1448.0,2.4258760107816713,32850,1969.976006471836,181,12.196765498652292,88.99374105340044,,
New York,US,2020-04-15,84000036,2020-04-15 22:56:51,36,USA,-74.9481,42.1657,214454,11617,23887,202837.0,5.417012506178481,526012,3119.6917150647723,46201,21.543547800460704,1271.891833384981,,
North Carolina,US,2020-04-15,84000037,2020-04-15 22:56:51,37,USA,-79.8064,35.6301,5340,130,,5210.0,2.4344569288389515,67827,683.8864172012654,431,8.071161048689138,53.842178894168356,,
North Dakota,US,2020-04-15,84000038,2020-04-15 22:56:51,38,USA,-99.78399999999999,47.5289,365,9,142,356.0,2.4657534246575343,11317,1866.2044992068177,44,12.054794520547945,60.18950624816546,,
Northern Mariana Islands,US,2020-04-15,580,2020-04-15 22:56:51,69,MNP,145.6739,15.0979,13,2,,11.0,15.384615384615385,40,72.53735673872045,,,23.574640940084144,,
Ohio,US,2020-04-15,84000039,2020-04-15 22:56:51,39,USA,-82.7649,40.3888,7794,362,,7432.0,4.644598409032589,71552,640.3516779340354,2237,28.70156530664614,69.75208209159592,,
Oklahoma,US,2020-04-15,84000040,2020-04-15 22:56:51,40,USA,-96.9289,35.5653,2263,123,1115,2140.0,5.435262925320371,29219,798.8497482252188,510,22.536456031816172,61.870597222138684,,
Oregon,US,2020-04-15,84000041,2020-04-15 22:56:51,41,USA,-122.0709,44.571999999999996,1663,58,,1605.0,3.4876728803367407,33351,832.3030720171377,401,24.11304870715574,41.50160441259632,,
Pennsylvania,US,2020-04-15,84000042,2020-04-15 22:56:51,42,USA,-77.2098,40.5908,26753,779,,25974.0,2.9118229731245093,137584,1093.0211145234036,2395,8.952267035472657,212.53629693019985,,
Puerto Rico,US,2020-04-15,630,2020-04-15 22:56:51,72,PRI,-66.5901,18.2208,974,51,,923.0,5.236139630390143,7799,265.8682324449923,,,33.20370026944769,,
Recovered,US,2020-04-15,84070001,,,USA,,,0,0,52096,-52096.0,,,,,,,,
Rhode Island,US,2020-04-15,84000044,2020-04-15 22:56:51,44,USA,-71.5118,41.6809,3251,80,168,3171.0,2.460781298062135,25897,2444.586878316268,331,10.181482620732082,306.8831116116225,,
South Carolina,US,2020-04-15,84000045,2020-04-15 22:56:51,45,USA,-80.945,33.8569,3656,106,,3550.0,2.8993435448577682,34733,689.1502438008125,675,18.462800875273523,72.54004236132124,,
South Dakota,US,2020-04-15,84000046,2020-04-15 22:56:51,46,USA,-99.4388,44.2998,1168,6,329,1162.0,0.5136986301369864,9859,1339.7346349736104,51,4.366438356164384,158.7189424535122,,
Tennessee,US,2020-04-15,84000047,2020-04-15 22:56:51,47,USA,-86.6923,35.7478,5827,124,2196,5703.0,2.128024712545049,80896,1232.2448574843688,663,11.378067616269092,88.75952809238302,,
Texas,US,2020-04-15,84000048,2020-04-15 22:56:51,48,USA,-97.5635,31.0545,15907,378,3150,15532.0,2.3574526937826112,151810,660.4868372295647,1538,9.668699314767084,69.20732573487047,,
Utah,US,2020-04-15,84000049,2020-04-15 22:56:51,49,USA,-111.8624,40.15,2548,20,218,2528.0,0.7849293563579278,47614,1661.408250583939,221,8.673469387755102,88.90805692627958,,
Vermont,US,2020-04-15,84000050,2020-04-15 22:56:51,50,USA,-72.7107,44.0459,759,29,15,730.0,3.820816864295125,11081,1814.7991044741898,63,8.300395256916996,124.30579553252504,,
Virgin Islands,US,2020-04-15,850,2020-04-15 22:56:51,78,VIR,-64.8963,18.3358,51,1,44,50.0,1.9607843137254901,382,356.1173882238878,,,47.5444680613044,,
Virginia,US,2020-04-15,84000051,2020-04-15 22:56:51,51,USA,-78.17,37.7693,6500,195,752,6305.0,3.0,44169,558.5900498657558,1298,19.96923076923077,82.20324943121675,,
Washington,US,2020-04-15,84000053,2020-04-15 22:56:51,53,USA,-121.4905,47.4009,10942,552,,10390.0,5.044781575580332,122854,1627.333975944853,645,5.894717601900932,144.9386130267519,,
West Virginia,US,2020-04-15,84000054,2020-04-15 22:56:51,54,USA,-80.9545,38.4912,702,10,211,692.0,1.4245014245014245,17656,1334.5447234236183,164,23.36182336182336,53.06130470340847,,
Wisconsin,US,2020-04-15,84000055,2020-04-15 22:56:51,55,USA,-89.6165,44.2685,3721,183,,3538.0,4.918032786885246,43047,831.8950498505094,1091,29.320075248589088,71.90934282281565,,
Wyoming,US,2020-04-15,84000056,2020-04-15 22:56:51,56,USA,-107.3025,42.756,287,1,129,286.0,0.34843205574912894,6329,1272.8259995173357,43,14.982578397212544,57.718606709033864,,
Alabama,US,2020-04-16,84000001,2020-04-16 23:30:51,1,USA,-86.9023,32.3182,4465,133,,4212.0,3.0609896432681243,36391,776.1100318475752,553,12.727272727272727,92.6657164787369,,
Alaska,US,2020-04-16,84000002,2020-04-16 23:30:51,2,USA,-152.4044,61.3707,300,9,110,291.0,3.0,8735,1461.3157027447976,35,11.666666666666666,50.18828973365075,,
American Samoa,US,2020-04-16,16,,60,ASM,-170.132,-14.270999999999999,0,0,,,,3,5.3917075537822825,,,0.0,,
Arizona,US,2020-04-16,84000004,2020-04-16 23:30:51,4,USA,-111.4312,33.7298,4237,150,460,4087.0,3.540240736370073,47398,651.186191192761,578,13.641727637479349,58.210808305914355,,
Arkansas,US,2020-04-16,84000005,2020-04-16 23:30:51,5,USA,-92.3731,34.9697,1620,37,548,1583.0,2.2839506172839505,22675,875.8116466147321,85,5.246913580246914,62.57176923994999,,
California,US,2020-04-16,84000006,2020-04-16 23:30:51,6,USA,-119.6816,36.1162,27677,956,,26721.0,3.457744697763486,246400,628.4332373850444,5031,18.177548144668858,70.58906944442319,,
Colorado,US,2020-04-16,84000008,2020-04-16 23:30:51,8,USA,-105.3111,39.0598,8286,355,,7931.0,4.284335022930244,40533,715.2697645043166,1636,19.744146753560223,146.21975350165957,,
Connecticut,US,2020-04-16,84000009,2020-04-16 23:30:51,9,USA,-72.7554,41.5978,15884,971,,14913.0,6.113069755729035,53122,1489.9782261568284,1926,12.125409216821959,445.51813079844624,,
Delaware,US,2020-04-16,84000010,2020-04-16 23:30:51,10,USA,-75.5071,39.3185,2070,55,378,2015.0,2.657004830917874,13350,1370.9687357511677,209,10.096618357487923,212.57717475692263,,
Diamond Princess,US,2020-04-16,84088888,2020-04-16 23:30:51,88888,USA,,,49,0,0,49.0,0.0,,,,,,,
District of Columbia,US,2020-04-16,84000011,2020-04-16 23:30:51,11,USA,-77.0268,38.8974,2350,81,552,2269.0,3.4468085106382977,12150,1721.5752342546714,313,13.319148936170214,332.97957205748787,,
Florida,US,2020-04-16,84000012,2020-04-16 23:30:51,12,USA,-81.6868,27.7663,23343,668,,22675.0,2.861671593197104,219248,1032.6005201622447,3460,14.822430707278412,109.93940169190725,,
Georgia,US,2020-04-16,84000013,2020-04-16 23:30:51,13,USA,-83.6431,33.0406,15669,587,,15082.0,3.746250558427468,67939,670.0499724194535,3108,19.835343672219032,154.53587803530252,,
Grand Princess,US,2020-04-16,84099999,2020-04-16 23:30:51,99999,USA,,,103,0,0,103.0,0.0,,,,,,,
Guam,US,2020-04-16,316,2020-04-16 23:30:51,66,GUM,144.7937,13.4443,135,5,86,130.0,3.7037037037037037,1005,611.9503863507663,9,6.666666666666667,82.20229070383428,,
Hawaii,US,2020-04-16,84000015,2020-04-16 23:30:51,15,USA,-157.4983,21.0943,530,9,359,521.0,1.6981132075471699,20700,1462.0853716592762,45,8.49056603773585,37.435036085962146,,
Idaho,US,2020-04-16,84000016,2020-04-16 23:30:51,16,USA,-114.4788,44.2405,1587,41,,1546.0,2.58349086326402,15831,982.9884811955563,143,9.010712035286705,98.54100939026897,,
Illinois,US,2020-04-16,84000017,2020-04-16 23:30:51,17,USA,-88.9861,40.3495,25734,1072,,24662.0,4.165695189243802,122589,1044.5861001513933,4423,17.187378565322142,219.28051212829828,,
Indiana,US,2020-04-16,84000018,2020-04-16 23:30:51,18,USA,-86.2583,39.8494,9542,477,,9065.0,4.998952001676797,51115,781.097904429619,,,145.8130921269182,,
Iowa,US,2020-04-16,84000019,2020-04-16 23:30:51,19,USA,-93.2105,42.0115,2141,60,987,2081.0,2.802428771602055,20675,788.9074461797228,175,8.173750583839327,81.69532489822426,,
Kansas,US,2020-04-16,84000020,2020-04-16 23:30:51,20,USA,-96.7265,38.5266,1615,80,,1535.0,4.953560371517028,16122,661.147399536106,359,22.229102167182663,66.2295652059801,,
Kentucky,US,2020-04-16,84000021,2020-04-16 23:30:51,21,USA,-84.6701,37.6681,2435,129,862,2306.0,5.297741273100616,28324,827.3880518318127,807,33.14168377823409,71.13013367499167,,
Louisiana,US,2020-04-16,84000022,2020-04-16 23:30:51,22,USA,-91.8678,31.1695,22532,1156,,21376.0,5.130481093555832,126586,2753.506105585363,1914,8.494585478430677,490.1173871601078,,
Maine,US,2020-04-16,84000023,2020-04-16 23:30:51,23,USA,-69.3819,44.6939,796,27,333,769.0,3.391959798994975,14872,1266.7737643589555,130,16.331658291457288,67.8020384904336,,
Maryland,US,2020-04-16,84000024,2020-04-16 23:30:51,24,USA,-76.8021,39.0639,10784,319,736,10465.0,2.958086053412463,58843,990.0670246587143,2451,22.72811572700297,181.44694855666052,,
Massachusetts,US,2020-04-16,84000025,2020-04-16 23:30:51,25,USA,-71.5301,42.2302,32181,1108,,31073.0,3.4430253876510983,140773,2050.9568208267992,3454,10.733041235511637,468.85298637542155,,
Michigan,US,2020-04-16,84000026,2020-04-16 23:30:51,26,USA,-84.5361,43.3266,28809,1996,617,26813.0,6.928390433545073,94286,1183.4182872679298,3809,13.221562706098789,361.59236194028585,,
Minnesota,US,2020-04-16,84000027,2020-04-16 23:30:51,27,USA,-93.9002,45.6945,1809,87,1020,1722.0,4.8092868988391375,41675,842.5241072074779,475,26.257600884466555,36.571712296060646,,
Mississippi,US,2020-04-16,84000028,2020-04-16 23:30:51,28,USA,-89.6787,32.7416,3624,129,,3495.0,3.5596026490066226,38415,1326.8485903939134,682,18.81898454746137,125.17244023395918,,
Missouri,US,2020-04-16,84000029,2020-04-16 23:30:51,29,USA,-92.2884,38.4561,5174,169,,5005.0,3.2663316582914574,50648,864.3805841361383,1043,20.158484731349052,88.30171265045766,,
Montana,US,2020-04-16,84000030,2020-04-16 23:30:51,30,USA,-110.4544,46.9219,415,7,218,408.0,1.6867469879518073,9936,1147.3613345234974,52,12.53012048192771,47.922197446381986,,
Nebraska,US,2020-04-16,84000031,2020-04-16 23:30:51,31,USA,-98.2681,41.1254,952,21,,931.0,2.2058823529411766,12294,806.0201721397889,,,62.41509711054815,,
Nevada,US,2020-04-16,84000032,2020-04-16 23:30:51,32,USA,-117.0554,38.3135,3214,137,,3077.0,4.262601120099564,28451,943.1175885413749,,,106.54036517422864,,
New Hampshire,US,2020-04-16,84000033,2020-04-16 23:30:51,33,USA,-71.5639,43.4525,1139,32,365,1107.0,2.809482001755926,12166,916.0123721151558,178,15.62774363476734,85.75851486430729,,
New Jersey,US,2020-04-16,84000034,2020-04-16 23:30:51,34,USA,-74.521,40.2989,75317,3518,,71799.0,4.670924226934158,151830,1709.3757282832275,8224,10.919181592469164,847.9552903056566,,
New Mexico,US,2020-04-16,84000035,2020-04-16 23:30:51,35,USA,-106.2485,34.8405,1484,36,353,1448.0,2.4258760107816713,33394,2002.5990490143224,215,14.487870619946092,88.99374105340044,,
New York,US,2020-04-16,84000036,2020-04-16 23:30:51,36,USA,-74.9481,42.1657,223691,14832,23887,208859.0,6.630575213128825,550579,3265.3946008620474,50450,22.553433084031095,1326.6749797239493,,
North Carolina,US,2020-04-16,84000037,2020-04-16 23:30:51,37,USA,-79.8064,35.6301,5639,150,,5489.0,2.660046107465863,70917,715.0422847636212,452,8.015605603830467,56.85693760004033,,
North Dakota,US,2020-04-16,84000038,2020-04-16 23:30:51,38,USA,-99.78399999999999,47.5289,393,9,163,384.0,2.2900763358778624,11704,1930.0218661055576,45,11.450381679389313,64.80678343980554,,
Northern Mariana Islands,US,2020-04-16,580,2020-04-16 23:30:51,69,MNP,145.6739,15.0979,13,2,,11.0,15.384615384615385,40,72.53735673872045,,,23.574640940084144,,
