Province_State,Country_Region,Date,UID,Last_Update,FIPS,ISO3,Long_,Lat,Confirmed,Deaths,Recovered,Active,Mortality_Rate,People_Tested,Testing_Rate,People_Hospitalized,Hospitalization_Rate,Incident_Rate,Case_Fatality_Ratio,Total_Test_Results
Pennsylvania,US,2020-10-29,84000042,2020-10-30 04:30:29,42.0,USA,-77.2098,40.5908,208087,8743,156214.0,43130.0,4.201607981277062,2485704.0,19416.54535088258,,,1625.427111365273,,
Puerto Rico,US,2020-10-29,630,2020-10-30 04:30:29,72.0,PRI,-66.5901,18.2208,64798,814,28439.0,35545.0,1.25621161146949,370770.0,12639.564629263985,,,2208.96649903457,,
Rhode Island,US,2020-10-29,84000044,2020-10-30 04:30:29,44.0,USA,-71.5118,41.6809,32312,1195,2741.0,28376.0,3.698316414954197,1106382.0,104438.61912983393,,,3050.140603628036,,
South Carolina,US,2020-10-29,84000045,2020-10-30 04:30:29,45.0,USA,-80.945,33.8569,174591,3889,89472.0,81230.0,2.2274916805562714,1773742.0,34450.19474765932,,,3390.96325800967,,
South Dakota,US,2020-10-29,84000046,2020-10-30 04:30:29,46.0,USA,-99.4388,44.2998,43000,403,30135.0,12462.0,0.9372093023255814,253514.0,28656.69144834337,,,4860.629915029407,,
Tennessee,US,2020-10-29,84000047,2020-10-30 04:30:29,47.0,USA,-86.6923,35.7478,256880,3263,227271.0,26346.0,1.2702429149797572,3637643.0,53266.222240054216,,,3761.509078550349,,
Texas,US,2020-10-29,84000048,2020-10-30 04:30:29,48.0,USA,-97.5635,31.0545,918721,18273,772350.0,128095.0,1.9892872809046491,8005112.0,27607.755736064715,,,3168.4534779267437,,
Utah,US,2020-10-29,84000049,2020-10-30 04:30:29,49.0,USA,-111.8624,40.15,110640,598,81403.0,28639.0,0.5404916847433117,1361952.0,42481.90400498073,,,3451.074530608324,,
Vermont,US,2020-10-29,84000050,2020-10-30 04:30:29,50.0,USA,-72.7107,44.0459,2141,58,1778.0,305.0,2.7090144792153197,398109.0,63800.643921607596,,,343.11502286097993,,
Virgin Islands,US,2020-10-29,850,2020-10-30 04:30:29,78.0,VIR,-64.8963,18.3358,1353,21,1311.0,21.0,1.5521064301552103,23945.0,22322.59387701831,,,1261.326770332252,,
Virginia,US,2020-10-29,84000051,2020-10-30 04:30:29,51.0,USA,-78.17,37.7693,178183,3636,19832.0,154715.0,2.0405987103146765,2583805.0,30271.211393238067,,,2087.547341878098,,
Washington,US,2020-10-29,84000053,2020-10-30 04:30:29,53.0,USA,-121.4905,47.4009,105557,2359,,103198.0,2.2348115236317816,2383332.0,31298.29926697591,,,1386.1915065648332,,
West Virginia,US,2020-10-29,84000054,2020-10-30 04:30:29,54.0,USA,-80.9545,38.4912,23466,445,18276.0,4745.0,1.8963606920651157,759646.0,42387.48272323643,,,1309.3791971305925,,
Wisconsin,US,2020-10-29,84000055,2020-10-30 04:30:29,55.0,USA,-89.6165,44.2685,226704,1948,168117.0,44930.0,0.9060675829670456,3198101.0,54927.217723721726,,,3692.527901561443,,
Wyoming,US,2020-10-29,84000056,2020-10-30 04:30:29,56.0,USA,-107.3025,42.756,12507,87,8236.0,4184.0,0.6956104581434397,129462.0,22368.896207229605,,,2161.003111830659,,
Alabama,US,2020-10-30,84000001,2020-10-31 04:30:34,1.0,USA,-86.9023,32.3182,191932,2932,81005.0,106559.0,1.5391399294473376,1335689.0,27241.252369633206,,,3885.148123107735,,
Alaska,US,2020-10-30,84000002,2020-10-31 04:30:34,2.0,USA,-152.4044,61.3707,15908,81,7096.0,8731.0,0.5091777721900931,586323.0,80148.58962879932,,,2174.5757267153767,,
American Samoa,US,2020-10-30,16,2020-10-31 04:30:34,60.0,ASM,-170.132,-14.271,0,0,,0.0,,1616.0,2904.3331356373897,,,0.0,,
Arizona,US,2020-10-30,84000004,2020-10-31 04:30:34,4.0,USA,-111.4312,33.7298,244045,5934,40906.0,197205.0,2.431518777274683,1759095.0,24167.652073847632,,,3352.857378573724,,
Arkansas,US,2020-10-30,84000005,2020-10-31 04:30:34,5.0,USA,-92.3731,34.9697,110874,1900,99165.0,9809.0,1.7136569439183218,1336571.0,44289.5231101821,,,3673.9960580607617,,
California,US,2020-10-30,84000006,2020-10-31 04:30:34,6.0,USA,-119.6816,36.1162,928028,17618,,910410.0,1.898434098971152,18444523.0,46680.5499655132,,,2348.71118235995,,
Colorado,US,2020-10-30,84000008,2020-10-31 04:30:34,8.0,USA,-105.3111,39.0598,104426,2278,7798.0,94327.0,2.1819296380372206,1936408.0,33625.573389716075,,,1812.9499251224572,,
Connecticut,US,2020-10-30,84000009,2020-10-31 04:30:34,9.0,USA,-72.7554,41.5978,71207,4616,9800.0,56791.0,6.48250874211805,2288584.0,64190.73695890402,,,1997.2305174870914,,
Delaware,US,2020-10-30,84000010,2020-10-31 04:30:34,10.0,USA,-75.5071,39.3185,24751,704,13074.0,10973.0,2.844329522039513,550857.0,56569.86703143678,,,2541.786305511397,,
Diamond Princess,US,2020-10-30,84088888,2020-10-31 04:30:34,88888.0,USA,,,49,0,,49.0,0.0,,,,,,,
District of Columbia,US,2020-10-30,84000011,2020-10-31 04:30:34,11.0,USA,-77.0268,38.8974,17144,646,13348.0,3150.0,3.768082127858143,514130.0,72848.84569443244,,,2429.1922482355626,,
Florida,US,2020-10-30,84000012,2020-10-31 04:30:34,12.0,USA,-81.6868,27.7663,800216,16720,,783496.0,2.0894358523198737,9943626.0,46297.36363751916,,,3725.792898944614,,
Georgia,US,2020-10-30,84000013,2020-10-31 04:30:34,13.0,USA,-83.6431,33.0406,358225,7955,,350270.0,2.2206713657617416,3535825.0,33302.10164933619,,,3373.9354643777497,,
Grand Princess,US,2020-10-30,84099999,2020-10-31 04:30:34,99999.0,USA,,,103,3,,100.0,2.9126213592233015,,,,,,,
Guam,US,2020-10-30,316,2020-10-31 04:30:34,66.0,GUM,144.7937,13.4443,4628,79,2666.0,1883.0,1.7070008643042351,67029.0,40814.350693239314,,,2818.0163064988524,,
Hawaii,US,2020-10-30,84000015,2020-10-31 04:30:34,15.0,USA,-157.4983,21.0943,15003,216,11682.0,3105.0,1.4397120575884823,521859.0,36857.780929349545,,,1059.6296840392351,,
Idaho,US,2020-10-30,84000016,2020-10-31 04:30:34,16.0,USA,-114.4788,44.2405,63810,626,29195.0,33989.0,0.981037454944366,381008.0,21320.321308961906,,,3570.6591534163563,,
Illinois,US,2020-10-30,84000017,2020-10-31 04:30:34,17.0,USA,-88.9861,40.3495,408648,9994,,398654.0,2.4456255750670506,7643468.0,60318.62350328339,,,3224.856159189749,,
Indiana,US,2020-10-30,84000018,2020-10-31 04:30:34,18.0,USA,-86.2583,39.8494,175893,4286,120925.0,50682.0,2.436708680845741,2863919.0,42540.49073566977,,,2612.7046669159163,,
Iowa,US,2020-10-30,84000019,2020-10-31 04:30:34,19.0,USA,-93.2105,42.0115,125722,1714,92387.0,31621.0,1.3633254323030175,884252.0,28026.38293286678,,,3984.761035412843,,
Kansas,US,2020-10-30,84000020,2020-10-31 04:30:34,20.0,USA,-96.7265,38.5266,86900,1019,2659.0,78343.0,1.2423647602443275,642782.0,22063.60179506912,,,2815.384816054843,,
Kentucky,US,2020-10-30,84000021,2020-10-31 04:30:34,21.0,USA,-84.6701,37.6681,105242,1476,18407.0,85359.0,1.4024818988616712,1876130.0,41993.44938629125,,,2355.6334584021706,,
Louisiana,US,2020-10-30,84000022,2020-10-31 04:30:34,22.0,USA,-91.8678,31.1695,182270,5919,168634.0,7717.0,3.2473802600537662,2763671.0,59449.203384791836,,,3920.8018251615367,,
Maine,US,2020-10-30,84000023,2020-10-31 04:30:34,23.0,USA,-69.3819,44.6939,6566,146,5495.0,925.0,2.2235759975632043,623413.0,46377.580322151574,,,488.4646171883602,,
Maryland,US,2020-10-30,84000024,2020-10-31 04:30:34,24.0,USA,-76.8021,39.0639,144314,4137,8164.0,132013.0,2.866665742755381,3389678.0,56067.77070569398,,,2387.059851001045,,
Massachusetts,US,2020-10-30,84000025,2020-10-31 04:30:34,25.0,USA,-71.5301,42.2302,157146,9975,127054.0,20117.0,6.347600320720859,6009927.0,87195.13070940992,,,2279.955482065079,,
Michigan,US,2020-10-30,84000026,2020-10-31 04:30:34,26.0,USA,-84.5361,43.3266,193388,7665,114939.0,70784.0,3.9635344488799715,4862083.0,48684.81645426584,,,1936.4250434345859,,
Minnesota,US,2020-10-30,84000027,2020-10-31 04:30:34,27.0,USA,-93.9002,45.6945,145465,2491,125052.0,17922.0,1.7124394184168013,2774695.0,49199.93006635894,,,2579.334963699759,,
Mississippi,US,2020-10-30,84000028,2020-10-31 04:30:34,28.0,USA,-89.6787,32.7416,119336,3328,101385.0,14623.0,2.7887644968827514,923600.0,31033.392481357616,,,4009.745479813007,,
Missouri,US,2020-10-30,84000029,2020-10-31 04:30:34,29.0,USA,-92.2884,38.4561,183129,2940,,180189.0,1.6054256835345575,2494866.0,40650.024733487706,,,2983.8068976124846,,
Montana,US,2020-10-30,84000030,2020-10-31 04:30:34,30.0,USA,-110.4544,46.9219,31916,364,21102.0,10450.0,1.1404937962150643,492629.0,46092.73394474811,,,2986.214162342413,,
Nebraska,US,2020-10-30,84000031,2020-10-31 04:30:34,31.0,USA,-98.2681,41.1254,69645,646,43516.0,25483.0,0.9275612032450284,920664.0,47594.09597148068,,,3600.326301380061,,
Nevada,US,2020-10-30,84000032,2020-10-31 04:30:34,32.0,USA,-117.0554,38.3135,99784,1777,2409.0,95602.0,1.7768379700152328,1242709.0,40345.65132415371,,,3239.5761773105,,
New Hampshire,US,2020-10-30,84000033,2020-10-31 04:30:34,33.0,USA,-71.5639,43.4525,10884,482,9186.0,1216.0,4.428518926865123,609924.0,44856.88502924518,,,800.4642162930211,,
New Jersey,US,2020-10-30,84000034,2020-10-31 04:30:34,34.0,USA,-74.521,40.2989,236523,16339,37016.0,183168.0,6.907996262519924,4574507.0,51502.01695752962,,,2662.8905709064998,,
New Mexico,US,2020-10-30,84000035,2020-10-31 04:30:34,35.0,USA,-106.2485,34.8405,45909,1007,21389.0,23513.0,2.1934696900389903,1153185.0,54996.61631921344,,,2189.448925019637,,
New York,US,2020-10-30,84000036,2020-10-31 04:30:34,36.0,USA,-74.9481,42.1657,505431,33724,79621.0,392304.0,6.629193698051763,14390756.0,73974.91903924428,,,2598.141286317708,,
North Carolina,US,2020-10-30,84000037,2020-10-31 04:30:34,37.0,USA,-79.8064,35.6301,271830,4332,231611.0,35887.0,1.5936430857521244,4005791.0,38193.73490906442,,,2591.7984638566973,,
North Dakota,US,2020-10-30,84000038,2020-10-31 04:30:34,38.0,USA,-99.784,47.5289,42483,512,34696.0,7275.0,1.2051879575359556,823327.0,108039.3721245778,,,5574.743262359229,,
Northern Mariana Islands,US,2020-10-30,580,2020-10-31 04:30:34,69.0,MNP,145.6739,15.0979,92,2,29.0,61.0,2.1739130434782608,16085.0,29169.084578557962,,,166.835920499057,,
Ohio,US,2020-10-30,84000039,2020-10-31 04:30:34,39.0,USA,-82.7649,40.3888,212782,5291,167035.0,40456.0,2.4865825116786198,4413936.0,37761.12788837464,,,1820.3454500346481,,
Oklahoma,US,2020-10-30,84000040,2020-10-31 04:30:34,40.0,USA,-96.9289,35.5653,121495,1326,105137.0,15032.0,1.0914029383925263,1601775.0,40479.826614852616,,,3070.40410455371,,
Oregon,US,2020-10-30,84000041,2020-10-31 04:30:34,41.0,USA,-122.0709,44.572,44388,675,5870.0,37843.0,1.520681265206813,854938.0,20270.064254836183,,,1052.4127037793016,,
Pennsylvania,US,2020-10-30,84000042,2020-10-31 04:30:34,42.0,USA,-77.2098,40.5908,210586,8774,156192.0,45620.0,4.166468806093474,2503500.0,19555.555000086315,,,1644.947515577462,,
Puerto Rico,US,2020-10-30,630,2020-10-31 04:30:34,72.0,PRI,-66.5901,18.2208,65743,820,28912.0,36011.0,1.247281079354456,371715.0,12671.779718334443,,,2241.18158810503,,
Rhode Island,US,2020-10-30,84000044,2020-10-31 04:30:34,44.0,USA,-71.5118,41.6809,32874,1201,2763.0,28910.0,3.653343067469733,1124307.0,106130.67688918133,,,3103.1914522056218,,
South Carolina,US,2020-10-30,84000045,2020-10-31 04:30:34,45.0,USA,-80.945,33.8569,175594,3896,90215.0,81483.0,2.2187546271512693,1788360.0,34734.110304048736,,,3410.4438506392075,,
South Dakota,US,2020-10-30,84000046,2020-10-31 04:30:34,46.0,USA,-99.4388,44.2998,44559,415,30624.0,13520.0,0.9313494468008708,256656.0,29011.856545855517,,,5036.856008925473,,
Tennessee,US,2020-10-30,84000047,2020-10-31 04:30:34,47.0,USA,-86.6923,35.7478,259488,3341,229669.0,26478.0,1.2875354544333455,3662089.0,53624.18646823174,,,3799.6981772612617,,
Texas,US,2020-10-30,84000048,2020-10-31 04:30:34,48.0,USA,-97.5635,31.0545,924447,18382,776580.0,129482.0,1.988756521466347,8080012.0,27866.068287423306,,,3188.201110357709,,
Utah,US,2020-10-30,84000049,2020-10-31 04:30:34,49.0,USA,-111.8624,40.15,112932,601,82752.0,29579.0,0.5321786561824815,1377493.0,42966.65770418702,,,3522.5664216437017,,
Vermont,US,2020-10-30,84000050,2020-10-31 04:30:34,50.0,USA,-72.7107,44.0459,2155,58,1789.0,308.0,2.6914153132250584,403053.0,64592.96558112402,,,345.35865215572716,,
Virgin Islands,US,2020-10-30,850,2020-10-31 04:30:34,78.0,VIR,-64.8963,18.3358,1362,21,1315.0,26.0,1.5418502202643172,24219.0,22578.028862288847,,,1269.7169705783645,,
Virginia,US,2020-10-30,84000051,2020-10-31 04:30:34,51.0,USA,-78.17,37.7693,179639,3643,19929.0,156067.0,2.0279560674463784,2606664.0,30539.021704479834,,,2104.6054727310666,,
Washington,US,2020-10-30,84000053,2020-10-31 04:30:34,53.0,USA,-121.4905,47.4009,106573,2366,,104207.0,2.2200745029228792,2405352.0,31587.469449669217,,,1399.5337820242514,,
West Virginia,US,2020-10-30,84000054,2020-10-31 04:30:34,54.0,USA,-80.9545,38.4912,23992,453,18552.0,4987.0,1.88812937645882,769302.0,42926.27781091618,,,1338.7294680626087,,
Wisconsin,US,2020-10-30,84000055,2020-10-31 04:30:34,55.0,USA,-89.6165,44.2685,232061,1972,171252.0,46867.0,0.8959930210685579,3235669.0,55572.44616254988,,,3780.0514355336622,,
Wyoming,US,2020-10-30,84000056,2020-10-31 04:30:34,56.0,USA,-107.3025,42.756,13028,87,8455.0,4486.0,0.6677924470371508,129983.0,22458.91640561961,,,2251.0233102206616,,
Alabama,US,2020-10-31,84000001,2020-11-01 04:39:05,1.0,USA,-86.9023,32.3182,193613,2967,81005.0,108313.0,1.543022076605039,1346253.0,27456.70416270241,,,3921.634610972256,,
Alaska,US,2020-10-31,84000002,2020-11-01 04:39:05,2.0,USA,-152.4044,61.3707,16355,82,7099.0,9174.0,0.5013757260776521,604207.0,82593.27860897142,,,2235.679281520617,,
American Samoa,US,2020-10-31,16,2020-11-01 04:39:05,60.0,ASM,-170.132,-14.271,0,0,,0.0,,1616.0,2904.3331356373897,,,0.0,,
Arizona,US,2020-10-31,84000004,2020-11-01 04:39:05,4.0,USA,-111.4312,33.7298,245946,5979,41159.0,198808.0,2.431021443731551,1771553.0,24338.80861146271,,,3378.974618741188,,
Arkansas,US,2020-10-31,84000005,2020-11-01 04:39:05,5.0,USA,-92.3731,34.9697,112190,1925,100067.0,10198.0,1.7158392013548445,1346972.0,44634.17770007595,,,3717.603926563819,,
California,US,2020-10-31,84000006,2020-11-01 04:39:05,6.0,USA,-119.6816,36.1162,932143,17659,,914484.0,1.8944518169422504,18602317.0,47079.90486893132,,,2359.1256811847816,,
Colorado,US,2020-10-31,84000008,2020-11-01 04:39:05,8.0,USA,-105.3111,39.0598,107350,2285,7854.0,97188.0,2.129007612250412,1963585.0,34097.499868026585,,,1863.724956309857,,
Connecticut,US,2020-10-31,84000009,2020-11-01 04:39:05,9.0,USA,-72.7554,41.5978,71207,4616,9800.0,56791.0,6.48250874211805,2288584.0,64190.73695890402,,,1997.2305174870914,,
Delaware,US,2020-10-31,84000010,2020-11-01 04:39:05,10.0,USA,-75.5071,39.3185,24951,708,13188.0,11055.0,2.8375616207767225,554871.0,56982.08190074802,,,2562.3251629758342,,
Diamond Princess,US,2020-10-31,84088888,2020-11-01 04:39:05,88888.0,USA,,,49,0,,49.0,0.0,,,,,,,
District of Columbia,US,2020-10-31,84000011,2020-11-01 04:39:05,11.0,USA,-77.0268,38.8974,17266,646,13348.0,3272.0,3.741457199119657,514130.0,72848.84569443244,,,2446.4788472955684,,
Florida,US,2020-10-31,84000012,2020-11-01 04:39:05,12.0,USA,-81.6868,27.7663,802547,16761,,785786.0,2.0884758151236,9979348.0,46463.6846982529,,,3736.645997667259,,
Georgia,US,2020-10-31,84000013,2020-11-01 04:39:05,13.0,USA,-83.6431,33.0406,360790,7979,,352811.0,2.2115357964466864,3562682.0,33555.05380166166,,,3398.0938689171558,,
Grand Princess,US,2020-10-31,84099999,2020-11-01 04:39:05,99999.0,USA,,,103,3,,100.0,2.9126213592233015,,,,,,,
Guam,US,2020-10-31,316,2020-11-01 04:39:05,66.0,GUM,144.7937,13.4443,4628,79,2666.0,1883.0,1.7070008643042351,67452.0,41071.917870778,,,2818.0163064988524,,
Hawaii,US,2020-10-31,84000015,2020-11-01 04:39:05,15.0,USA,-157.4983,21.0943,15071,219,11738.0,3114.0,1.4531218897219826,526030.0,37152.36970573611,,,1064.432378068074,,
Idaho,US,2020-10-31,84000016,2020-11-01 04:39:05,16.0,USA,-114.4788,44.2405,64608,629,29556.0,34423.0,0.9735636453689944,383914.0,21482.93430848906,,,3615.313376961666,,
Illinois,US,2020-10-31,84000017,2020-11-01 04:39:05,17.0,USA,-88.9861,40.3495,416547,10040,,406507.0,2.4456255750670506,7736104.0,61049.66287008,,,3224.856159189749,,
Indiana,US,2020-10-31,84000018,2020-11-01 04:39:05,18.0,USA,-86.2583,39.8494,179358,4332,121813.0,53213.0,2.4152811695045657,2910617.0,43234.14018468502,,,2664.173580805972,,
Iowa,US,2020-10-31,84000019,2020-11-01 04:39:05,19.0,USA,-93.2105,42.0115,128510,1716,93200.0,33594.0,1.3353046455528752,890432.0,28222.258143242467,,,4073.126745206921,,
Kansas,US,2020-10-31,84000020,2020-11-01 04:39:05,20.0,USA,-96.7265,38.5266,86943,1025,2659.0,79099.0,1.2381769203822042,642782.0,22063.60179506912,,,2841.5405960359917,,
Kentucky,US,2020-10-31,84000021,2020-11-01 04:39:05,21.0,USA,-84.6701,37.6681,107219,1485,18468.0,87266.0,1.3850157154981861,1895653.0,42430.43302408212,,,2399.884682697234,,
Louisiana,US,2020-10-31,84000022,2020-11-01 04:39:05,22.0,USA,-91.8678,31.1695,182270,5919,168634.0,7717.0,3.2473802600537662,2763671.0,59449.203384791836,,,3920.8018251615367,,
Maine,US,2020-10-31,84000023,2020-11-01 04:39:05,23.0,USA,-69.3819,44.6939,6662,147,5517.0,998.0,2.2065445812068454,623511.0,46384.87083882601,,,495.60634780823267,,
Maryland,US,2020-10-31,84000024,2020-11-01 04:39:05,24.0,USA,-76.8021,39.0639,145281,4147,8181.0,132953.0,2.8544682374157673,3422662.0,56613.350359264805,,,2403.0547432216063,,
Massachusetts,US,2020-10-31,84000025,2020-11-01 04:39:05,25.0,USA,-71.5301,42.2302,158576,9991,127054.0,21531.0,6.300448996064977,6103161.0,88547.81782467123,,,2300.702662008272,,
Michigan,US,2020-10-31,84000026,2020-11-01 04:39:05,26.0,USA,-84.5361,43.3266,197406,7699,121093.0,68614.0,3.9000840906558056,4911592.0,49180.55800738911,,,1976.6579215062359,,
Minnesota,US,2020-10-31,84000027,2020-11-01 04:39:05,27.0,USA,-93.9002,45.6945,148472,2511,127362.0,18599.0,1.6912279756452395,2809133.0,49810.572746590566,,,2632.654045512189,,
Mississippi,US,2020-10-31,84000028,2020-11-01 04:39:05,28.0,USA,-89.6787,32.7416,120160,3334,101385.0,15441.0,2.7746338215712383,924424.0,31061.07926720067,,,4037.432265656055,,
Missouri,US,2020-10-31,84000029,2020-11-01 04:39:05,29.0,USA,-92.2884,38.4561,185992,3037,,182955.0,1.6328659297174073,2517550.0,41019.62581068161,,,3030.455102691225,,
Montana,US,2020-10-31,84000030,2020-11-01 04:39:05,30.0,USA,-110.4544,46.9219,32801,375,21353.0,11073.0,1.1432578275052592,498915.0,46680.882278639714,,,3069.0190104960993,,
Nebraska,US,2020-10-31,84000031,2020-11-01 04:39:05,31.0,USA,-98.2681,41.1254,70732,652,43952.0,26128.0,0.921789289147769,938123.0,48496.646002291134,,,3656.5192038080895,,
Nevada,US,2020-10-31,84000032,2020-11-01 04:39:05,32.0,USA,-117.0554,38.3135,100761,1777,2409.0,96579.0,1.7596093726739512,1253083.0,40682.45244721371,,,3271.2953499757805,,
New Hampshire,US,2020-10-31,84000033,2020-11-01 04:39:05,33.0,USA,-71.5639,43.4525,11084,483,9263.0,1338.0,4.357632623601588,616594.0,45347.43044661696,,,815.1732243101659,,
New Jersey,US,2020-10-31,84000034,2020-11-01 04:39:05,34.0,USA,-74.521,40.2989,237886,16350,37127.0,184409.0,6.873040027576233,4656106.0,52420.69804856685,,,2678.2358855192238,,
New Mexico,US,2020-10-31,84000035,2020-11-01 04:39:05,35.0,USA,-106.2485,34.8405,46490,1018,21491.0,23981.0,2.1897182189718216,1161887.0,55411.623933091345,,,2217.157431531136,,
New York,US,2020-10-31,84000036,2020-11-01 04:39:05,36.0,USA,-74.9481,42.1657,507543,33730,79717.0,394315.0,6.602593277810943,14527718.0,74678.96494631497,,,2608.997910459684,,
North Carolina,US,2020-10-31,84000037,2020-11-01 04:39:05,37.0,USA,-79.8064,35.6301,274635,4378,231611.0,38646.0,1.5941158264605748,4055156.0,38664.41191737213,,,2618.5431009133795,,
North Dakota,US,2020-10-31,84000038,2020-11-01 04:39:05,38.0,USA,-99.784,47.5289,43916,524,35533.0,7859.0,1.1931869933509427,832109.0,109191.77179809516,,,5762.78570510011,,
Northern Mariana Islands,US,2020-10-31,580,2020-11-01 04:39:05,69.0,MNP,145.6739,15.0979,92,2,29.0,61.0,2.1739130434782608,16085.0,29169.084578557962,,,166.835920499057,,
Ohio,US,2020-10-31,84000039,2020-11-01 04:39:05,39.0,USA,-82.7649,40.3888,215697,5301,168884.0,41512.0,2.4576141531871096,4471680.0,38255.12657090794,,,1845.2832125655523,,
Oklahoma,US,2020-10-31,84000040,2020-11-01 04:39:05,40.0,USA,-96.9289,35.5653,122762,1337,106292.0,15133.0,1.0890992326615727,1617394.0,40874.547728552985,,,3102.42354568684,,
Oregon,US,2020-10-31,84000041,2020-11-01 04:39:05,41.0,USA,-122.0709,44.572,44921,689,5870.0,38362.0,1.5338037888738008,861949.0,20436.29083558316,,,1065.0498122571416,,
Pennsylvania,US,2020-10-31,84000042,2020-11-01 04:39:05,42.0,USA,-77.2098,40.5908,212791,8800,158100.0,45891.0,4.135513250090463,2522661.0,19705.227054952164,,,1662.171401647041,,
Puerto Rico,US,2020-10-31,630,2020-11-01 04:39:05,72.0,PRI,-66.5901,18.2208,66128,822,29464.0,35842.0,1.243043793854343,372100.0,12684.904384252037,,,2254.306254022625,,
Rhode Island,US,2020-10-31,84000044,2020-11-01 04:39:05,44.0,USA,-71.5118,41.6809,32874,1201,2763.0,28910.0,3.653343067469733,1124307.0,106130.67688918133,,,3103.1914522056218,,
South Carolina,US,2020-10-31,84000045,2020-11-01 04:39:05,45.0,USA,-80.945,33.8569,176612,3935,90994.0,81683.0,2.228047924263357,1802050.0,35000.001942232564,,,3430.215778153535,,
South Dakota,US,2020-10-31,84000046,2020-11-01 04:39:05,46.0,USA,-99.4388,44.2998,45992,425,31194.0,14373.0,0.924073751956862,259532.0,29336.953560637485,,,5198.8393267914535,,
Tennessee,US,2020-10-31,84000047,2020-11-01 04:39:05,47.0,USA,-86.6923,35.7478,260672,3353,231887.0,25432.0,1.28629081757918,3671773.0,53765.989854702784,,,3817.0355594981183,,
Texas,US,2020-10-31,84000048,2020-11-01 04:39:05,48.0,USA,-97.5635,31.0545,932261,18463,782006.0,131790.0,1.980668503777376,8154233.0,28122.03912686771,,,3215.1497655822222,,
Utah,US,2020-10-31,84000049,2020-11-01 04:39:05,49.0,USA,-111.8624,40.15,114656,604,84101.0,29951.0,0.526793190064192,1389062.0,43327.517079138284,,,3576.341299542913,,
Vermont,US,2020-10-31,84000050,2020-11-01 04:39:05,50.0,USA,-72.7107,44.0459,2179,58,1800.0,321.0,2.6617714547957783,408161.0,65411.56975523607,,,349.2048738038652,,
Virgin Islands,US,2020-10-31,850,2020-11-01 04:39:05,78.0,VIR,-64.8963,18.3358,1376,21,1320.0,35.0,1.5261627906976745,24430.0,22774.7324458366,,,1282.7683931834285,,
Virginia,US,2020-10-31,84000051,2020-11-01 04:39:05,51.0,USA,-78.17,37.7693,181190,3654,20008.0,157528.0,2.0166675865113968,2626052.0,30766.166650206036,,,2122.7765997591946,,
Washington,US,2020-10-31,84000053,2020-11-01 04:39:05,53.0,USA,-121.4905,47.4009,107501,2366,,105135.0,2.2009097589789857,2426385.0,31863.678189568778,,,1411.720427325768,,
West Virginia,US,2020-10-31,84000054,2020-11-01 04:39:05,54.0,USA,-80.9545,38.4912,24460,459,18827.0,5174.0,1.8765331152902696,778494.0,43439.18216530229,,,1364.8433973329195,,
Wisconsin,US,2020-10-31,84000055,2020-11-01 04:39:05,55.0,USA,-89.6165,44.2685,237869,2031,175096.0,48242.0,0.9011887171705072,3289120.0,56490.46429723378,,,3870.700810004888,,
Wyoming,US,2020-10-31,84000056,2020-11-01 04:39:05,56.0,USA,-107.3025,42.756,13298,87,8541.0,4670.0,0.6542337193562942,130560.0,22558.612479460367,,,2297.674852572487,,
Alabama,US,2020-11-01,84000001,2020-11-02 05:30:37,1.0,USA,-86.9023,32.3182,194458,2973,81005.0,110007.0,1.5325927262417198,1352580.0,27585.74273660896,,,3956.3059521515092,,
Alaska,US,2020-11-01,84000002,2020-11-02 05:30:37,2.0,USA,-152.4044,61.3707,16705,83,7104.0,9518.0,0.4968572283747381,604207.0,82593.27860897142,,,2283.5232282361303,,
American Samoa,US,2020-11-01,16,2020-11-02 05:30:37,60.0,ASM,-170.132,-14.271,0,0,,0.0,,1616.0,2904.3331356373897,,,0.0,,
Arizona,US,2020-11-01,84000004,2020-11-02 05:30:37,4.0,USA,-111.4312,33.7298,247473,5979,41398.0,200096.0,2.4160211417003064,1785767.0,24534.090279921584,,,3399.9535907221007,,
Arkansas,US,2020-11-01,84000005,2020-11-02 05:30:37,5.0,USA,-92.3731,34.9697,113057,1958,100067.0,11032.0,1.7318697648089016,1346972.0,44634.17770007595,,,3746.333426557855,,
California,US,2020-11-01,84000006,2020-11-02 05:30:37,6.0,USA,-119.6816,36.1162,935878,17671,,918207.0,1.888173458506344,18743315.0,47436.75140727972,,,2368.5784522931044,,
Colorado,US,2020-11-01,84000008,2020-11-02 05:30:37,8.0,USA,-105.3111,39.0598,109910,2288,7963.0,99636.0,2.082138924531564,2004722.0,34811.840653921274,,,1908.1791559814515,,
Connecticut,US,2020-11-01,84000009,2020-11-02 05:30:37,9.0,USA,-72.7554,41.5978,71207,4616,9800.0,56791.0,6.48250874211805,2288584.0,64190.73695890402,,,1997.2305174870914,,
Delaware,US,2020-11-01,84000010,2020-11-02 05:30:37,10.0,USA,-75.5071,39.3185,25126,710,13291.0,11125.0,2.8257581787789534,561267.0,57638.91456246072,,,2580.296663257217,,
Diamond Princess,US,2020-11-01,84088888,2020-11-02 05:30:37,88888.0,USA,,,49,0,,49.0,0.0,,,,,,,
District of Columbia,US,2020-11-01,84000011,2020-11-02 05:30:37,11.0,USA,-77.0268,38.8974,17369,646,13349.0,3374.0,3.7192699637284816,525246.0,74423.90991698182,,,2461.073271092131,,
